(2021, 2767, 761)
(1441, 947, 2)
(772, 1260, 758)
(3160, 2667, 2)
(3188, 3003, 2)
(3769, 200, 1322)
(1351, 813, 3836)
(2668, 2727, 1)
(2100, 3036, 761)
(1086, 386, 210)
(14, 3419, 352)
(3402, 422, 797)
(2571, 1199, 878)
(680, 3939, 518)
(2954, 1900, 16)
(2786, 3863, 3231)
(2175, 157, 757)
(244, 1929, 353)
(3459, 1871, 580)
(3996, 1821, 66)
(3124, 2740, 2)
(574, 4, 547)
(2339, 1385, 758)
(220, 460, 349)
(1059, 1531, 2)
(2768, 3580, 3231)
(465, 1701, 81)
(2561, 922, 758)
(2510, 2223, 1)
(2837, 505, 797)
(3620, 1012, 550)
(1162, 2829, 825)
(1107, 3883, 1731)
(3793, 1693, 671)
(3701, 2056, 1050)
(604, 2696, 1199)
(3934, 1418, 671)
(2805, 631, 803)
(3901, 4017, 2121)
(3345, 413, 797)
(1912, 1853, 758)
(3618, 3600, 2)
(262, 1405, 112)
(3939, 2143, 1050)
(4003, 3177, 1094)
(1116, 2396, 1391)
(3889, 3920, 2)
(2642, 1667, 129)
(2196, 460, 238)
(2445, 2300, 4)
(1226, 658, 46)
(742, 837, 2)
(574, 1765, 87)
(2187, 2399, 3)
(2348, 36, 757)
(3466, 49, 1322)
(2207, 1513, 30)
(2249, 3567, 3229)
(838, 3439, 211)
(634, 932, 99)
(18, 1285, 108)
(2212, 3082, 761)
(992, 3610, 1731)
(400, 1704, 76)
(2484, 524, 130)
(1506, 929, 2)
(3655, 1645, 550)
(3348, 3306, 2)
(1129, 2545, 1408)
(3071, 260, 794)
(916, 3360, 852)
(1594, 983, 2)
(3073, 3640, 3231)
(3306, 1114, 25)
(1949, 3540, 1507)
(1684, 496, 797)
(3659, 2465, 1050)
(1083, 3994, 3267)
(2947, 874, 1831)
(3624, 3808, 2)
(398, 1961, 1366)
(3467, 3627, 2)
(31, 676, 350)
(1244, 3921, 1731)
(3973, 693, 606)
(1428, 2942, 825)
(3690, 3520, 2)
(2996, 1319, 42)
(3661, 3664, 2)
(1865, 2021, 1391)
(3169, 2594, 796)
(2023, 2643, 2)
(2347, 2497, 4)
(3013, 3450, 3231)
(3685, 962, 570)
(3574, 3361, 1321)
(218, 1380, 115)
(1611, 92, 74)
(2209, 12, 757)
(2095, 3488, 3229)
(1944, 3415, 761)
(199, 2074, 353)
(3044, 3198, 2)
(3484, 2431, 1050)
(1423, 576, 72)
(3423, 3385, 2)
(3585, 4015, 2121)
(2442, 2221, 2)
(2316, 1467, 758)
(956, 3911, 1731)
(367, 52, 435)
(3530, 994, 671)
(2690, 576, 803)
(2869, 2886, 4)
(3696, 1818, 671)
(1315, 1899, 1)
(1950, 504, 17)
(3558, 3297, 1321)
(3071, 646, 801)
(375, 755, 3836)
(3132, 2678, 2)
(3921, 3937, 2)
(536, 2081, 851)
(446, 4032, 2693)
(2303, 2997, 761)
(3271, 1302, 8)
(2680, 990, 2)
(459, 3715, 1368)
(3031, 1062, 4)
(3188, 1906, 54)
(3015, 4017, 3333)
(3336, 1638, 10)
(2844, 2986, 2)
(2004, 52, 52)
(2238, 3120, 761)
(621, 375, 12)
(414, 3789, 1368)
(2674, 413, 797)
(2116, 2680, 1147)
(2115, 1602, 758)
(3766, 1267, 671)
(1436, 2203, 609)
(1657, 407, 10)
(1353, 3761, 1731)
(1427, 102, 68)
(600, 3599, 1368)
(3922, 3134, 1321)
(1864, 2536, 1412)
(1472, 1573, 2)
(3887, 3551, 2)
(4033, 2282, 285)
(3306, 469, 797)
(1573, 4012, 3267)
(3050, 3961, 3120)
(1983, 960, 758)
(1163, 2070, 1391)
(3373, 1479, 20)
(195, 464, 181)
(2654, 326, 757)
(2714, 1749, 6)
(3377, 650, 803)
(3396, 772, 1831)
(2314, 2136, 2)
(3188, 519, 797)
(189, 2994, 356)
(993, 1160, 2)
(872, 3952, 69)
(86, 2872, 352)
(3542, 3480, 2)
(165, 3631, 3230)
(919, 3649, 1731)
(1379, 3222, 170)
(831, 3225, 218)
(244, 2773, 352)
(1069, 2966, 823)
(1067, 3862, 1731)
(2394, 2959, 1583)
(519, 3367, 1052)
(3468, 2965, 1321)
(2100, 3153, 761)
(2187, 2723, 1927)
(4034, 694, 3836)
(3906, 3778, 2)
(1615, 2430, 1391)
(2656, 1163, 758)
(2984, 1991, 796)
(945, 4020, 3267)
(2028, 256, 814)
(3635, 1467, 671)
(558, 1185, 23)
(1357, 3834, 1731)
(1513, 2454, 1067)
(36, 707, 3836)
(463, 1474, 46)
(3861, 1492, 49)
(2506, 3020, 761)
(1796, 546, 76)
(550, 1410, 4)
(3390, 1602, 28)
(2440, 700, 3836)
(254, 3079, 352)
(633, 2070, 1366)
(2692, 2611, 796)
(3957, 502, 549)
(1462, 2992, 835)
(3279, 3536, 3231)
(2462, 46, 757)
(3299, 3279, 2)
(1200, 1717, 2)
(1537, 3632, 1048)
(2499, 1338, 98)
(232, 964, 126)
(3148, 3929, 3231)
(1955, 3383, 1926)
(2967, 3695, 3231)
(3458, 2417, 1050)
(3824, 2861, 1321)
(1676, 1775, 2)
(503, 3046, 1110)
(421, 1910, 28)
(3762, 1519, 671)
(854, 4016, 3981)
(1160, 3587, 1731)
(2564, 898, 758)
(3761, 171, 671)
(3279, 2426, 796)
(3824, 1106, 671)
(3127, 520, 797)
(537, 1982, 1372)
(3938, 3464, 2)
(447, 936, 4)
(1296, 548, 30)
(938, 2121, 1391)
(2025, 2888, 761)
(1342, 3359, 822)
(1372, 46, 9)
(2030, 1058, 758)
(1951, 3161, 1147)
(2726, 823, 1831)
(3341, 3942, 3231)
(2994, 2930, 2)
(1314, 2129, 1410)
(3038, 2399, 796)
(2284, 2502, 2)
(42, 3655, 3230)
(3370, 60, 794)
(1362, 3971, 1731)
(2576, 1713, 758)
(1746, 2627, 1391)
(1903, 317, 42)
(2551, 592, 808)
(3291, 2752, 2)
(621, 845, 3836)
(1574, 1511, 2)
(3732, 3472, 2)
(275, 3528, 3230)
(3258, 327, 831)
(436, 4031, 335)
(2388, 3419, 761)
(1487, 3533, 1731)
(2188, 3659, 3229)
(2289, 793, 3836)
(442, 642, 79)
(1194, 3616, 1731)
(1865, 1335, 2)
(2531, 1147, 758)
(142, 3970, 3230)
(628, 3460, 1368)
(2279, 975, 199)
(3787, 3351, 1321)
(576, 1117, 17)
(3351, 2645, 796)
(3511, 1935, 1050)
(47, 1824, 109)
(2072, 32, 131)
(2765, 2312, 796)
(2583, 3337, 1147)
(582, 3843, 1368)
(247, 1597, 110)
(698, 1890, 758)
(3882, 985, 671)
(1679, 1126, 2)
(546, 734, 3836)
(3023, 2891, 2)
(3469, 3246, 1321)
(1971, 776, 3271)
(593, 2044, 421)
(169, 1055, 133)
(94, 2979, 352)
(3606, 885, 8)
(27, 3945, 3230)
(3640, 1364, 671)
(3092, 1827, 14)
(2134, 3049, 1572)
(3372, 2519, 796)
(2182, 3698, 3229)
(1757, 2027, 1180)
(2271, 176, 757)
(528, 2134, 264)
(2275, 3923, 3229)
(1508, 1282, 1)
(473, 997, 35)
(2227, 1167, 758)
(2391, 2804, 761)
(817, 446, 1580)
(2610, 2974, 761)
(456, 3217, 1083)
(2774, 2123, 796)
(3064, 2974, 2)
(2812, 1355, 28)
(3651, 26, 582)
(947, 3719, 1731)
(2299, 282, 757)
(2800, 3039, 2)
(1499, 903, 2)
(2972, 3792, 3231)
(968, 2569, 1470)
(3206, 2310, 796)
(2389, 273, 767)
(1021, 464, 66)
(2675, 1511, 41)
(3614, 3166, 1321)
(2772, 3424, 2)
(3906, 1835, 671)
(2886, 3725, 3231)
(712, 2442, 1639)
(1329, 3905, 1750)
(1758, 54, 29)
(1560, 3629, 1731)
(4000, 3429, 1094)
(2393, 2426, 2)
(1424, 1913, 722)
(260, 1763, 115)
(3447, 2102, 1050)
(3500, 974, 671)
(2174, 1534, 3)
(945, 2037, 1391)
(2473, 4033, 3235)
(445, 1861, 30)
(763, 3850, 211)
(3395, 3808, 3231)
(3589, 2313, 1050)
(1367, 2963, 862)
(335, 1912, 60)
(1139, 1936, 1391)
(2006, 513, 56)
(2866, 3720, 3231)
(3723, 2375, 953)
(146, 3218, 463)
(1858, 240, 31)
(3146, 490, 797)
(1722, 2686, 834)
(3669, 3744, 2)
(951, 2518, 1058)
(833, 2830, 218)
(2845, 1316, 29)
(2639, 2407, 2)
(3868, 2833, 1321)
(2767, 54, 794)
(4019, 1154, 66)
(3164, 1516, 12)
(2709, 1604, 15)
(1201, 1049, 2)
(1059, 1631, 2)
(129, 1369, 113)
(948, 176, 40)
(1718, 1707, 2)
(977, 137, 28)
(3199, 2900, 2)
(927, 2066, 1410)
(3034, 3412, 3)
(694, 1169, 758)
(471, 1933, 329)
(3605, 109, 1322)
(3391, 3377, 2)
(1611, 2612, 1455)
(967, 1699, 2)
(578, 1105, 27)
(741, 3715, 211)
(2040, 195, 757)
(3227, 2799, 2)
(423, 2932, 1171)
(3816, 1943, 1050)
(3983, 1883, 66)
(1315, 3391, 826)
(731, 1389, 758)
(310, 578, 350)
(2614, 3591, 3229)
(1497, 2669, 828)
(2857, 3943, 1011)
(439, 1977, 326)
(3783, 1401, 671)
(3748, 2840, 1321)
(3743, 1031, 671)
(1090, 1406, 2)
(3859, 2514, 1050)
(2460, 3079, 761)
(614, 1417, 116)
(3724, 3309, 1321)
(3334, 1815, 12)
(448, 2208, 1366)
(999, 3897, 1731)
(3522, 3222, 1321)
(631, 364, 16)
(14, 3187, 352)
(690, 854, 2)
(2199, 1495, 241)
(3281, 606, 15)
(849, 3998, 3981)
(1249, 496, 20)
(1935, 2675, 761)
(1163, 1682, 2)
(2732, 3006, 2)
(2531, 3462, 3229)
(3357, 3536, 3231)
(2474, 3529, 3229)
(3562, 85, 1322)
(1506, 872, 3271)
(801, 270, 1637)
(3891, 1994, 1050)
(2655, 1239, 758)
(1624, 238, 37)
(1638, 2736, 827)
(330, 3171, 352)
(2206, 1894, 758)
(3325, 1926, 796)
(2459, 3630, 3229)
(282, 1543, 110)
(2877, 3201, 2)
(801, 3138, 218)
(2223, 3928, 2494)
(2637, 1014, 758)
(649, 2746, 821)
(3777, 3212, 1321)
(3122, 3048, 2)
(3044, 2103, 796)
(2745, 2846, 2)
(3901, 221, 1322)
(2816, 1583, 14)
(3916, 2179, 1050)
(1961, 913, 758)
(854, 1934, 1639)
(1391, 1084, 2)
(3809, 164, 1322)
(3849, 2502, 1050)
(1544, 499, 20)
(4025, 3680, 1427)
(946, 2772, 862)
(3302, 98, 794)
(1497, 1912, 32)
(3760, 3082, 1321)
(3102, 1413, 52)
(3501, 3951, 4)
(2264, 3681, 2494)
(733, 602, 1595)
(1909, 2597, 621)
(2939, 3429, 2)
(406, 1175, 7)
(3274, 2048, 796)
(1389, 85, 48)
(1679, 597, 37)
(2058, 2711, 761)
(3771, 2407, 1050)
(460, 623, 119)
(585, 2305, 1366)
(1725, 2716, 830)
(2752, 3319, 3)
(40, 1269, 143)
(1223, 970, 2)
(1719, 419, 24)
(836, 1886, 758)
(3533, 3359, 1321)
(2356, 3314, 761)
(3754, 3790, 2)
(2356, 1942, 2)
(2293, 3799, 2494)
(996, 2109, 1416)
(647, 186, 161)
(198, 2630, 576)
(3575, 3829, 2)
(2240, 1905, 758)
(2566, 821, 3836)
(1582, 3403, 833)
(277, 847, 3836)
(3579, 388, 18)
(3909, 2097, 1050)
(220, 1382, 112)
(634, 2237, 297)
(3585, 127, 1322)
(1184, 1633, 2)
(1110, 1058, 2)
(2168, 1513, 11)
(1548, 28, 40)
(1416, 3101, 720)
(2908, 3263, 2)
(3547, 1762, 671)
(1474, 589, 15)
(3742, 2290, 1050)
(3667, 2888, 1321)
(713, 1213, 758)
(2919, 2926, 2)
(758, 3050, 218)
(1679, 960, 2)
(445, 1349, 30)
(554, 546, 2)
(1889, 835, 3836)
(576, 2015, 1366)
(1274, 1398, 2)
(2195, 2285, 2)
(3960, 1372, 671)
(3303, 3107, 2)
(166, 1237, 112)
(465, 1717, 81)
(1338, 3060, 834)
(1434, 1245, 2)
(1946, 3646, 3229)
(2761, 1458, 31)
(4012, 57, 328)
(481, 3596, 1368)
(1629, 481, 27)
(1331, 354, 151)
(2532, 3078, 761)
(2342, 1080, 758)
(2428, 586, 796)
(3956, 3592, 2)
(1206, 866, 3271)
(1026, 1972, 1180)
(353, 2183, 664)
(1272, 3986, 3267)
(561, 2285, 411)
(177, 2808, 352)
(2773, 113, 794)
(2529, 1593, 153)
(2624, 772, 3271)
(683, 2929, 1206)
(4030, 2744, 1094)
(3020, 2959, 4)
(3267, 2926, 2)
(2532, 134, 757)
(2574, 1921, 2)
(2182, 1992, 2)
(2243, 2843, 761)
(3565, 1898, 671)
(1162, 2921, 825)
(1560, 2949, 819)
(960, 1188, 2)
(1622, 208, 179)
(2073, 3496, 3229)
(3109, 3576, 3231)
(937, 2342, 1391)
(2983, 498, 797)
(880, 2958, 218)
(1982, 3061, 761)
(1299, 2144, 718)
(211, 3857, 3230)
(3222, 3931, 2641)
(3808, 3868, 2)
(1809, 3332, 847)
(839, 2915, 218)
(2969, 1811, 74)
(1002, 2358, 1391)
(903, 2442, 1391)
(3999, 376, 61)
(1003, 2167, 1391)
(2882, 1544, 13)
(2266, 3220, 1572)
(1471, 1755, 2)
(2605, 2584, 3)
(1895, 3087, 828)
(2491, 467, 1159)
(1215, 443, 48)
(3233, 2204, 1825)
(3622, 2618, 1050)
(2755, 3291, 2)
(2861, 664, 803)
(2241, 3767, 2492)
(123, 3481, 3230)
(2808, 2868, 2)
(2539, 3703, 3229)
(2899, 705, 3263)
(80, 2543, 152)
(1425, 2930, 825)
(654, 1104, 36)
(2253, 3781, 3229)
(3174, 133, 794)
(1992, 3718, 3229)
(1887, 1650, 2)
(790, 3508, 211)
(2836, 3552, 3231)
(4016, 1171, 66)
(2595, 2703, 761)
(923, 1306, 2)
(2758, 3501, 1011)
(3499, 3982, 2121)
(3711, 625, 564)
(1042, 3162, 545)
(2808, 519, 797)
(3696, 3582, 2)
(3648, 422, 549)
(1565, 1887, 2)
(1126, 3646, 1837)
(3262, 1166, 27)
(737, 3278, 218)
(1927, 2083, 2)
(619, 2363, 1366)
(29, 3401, 352)
(610, 3331, 766)
(2371, 828, 3271)
(972, 192, 23)
(1879, 76, 152)
(171, 2958, 17)
(763, 3374, 218)
(750, 3840, 211)
(796, 290, 1637)
(1818, 1034, 2)
(3137, 3448, 3231)
(1842, 1525, 2)
(2391, 1548, 758)
(592, 3539, 1368)
(3183, 59, 794)
(3933, 2461, 1050)
(3, 1374, 118)
(146, 1148, 116)
(3539, 2978, 1321)
(373, 3217, 1197)
(3546, 365, 549)
(1785, 907, 2)
(1651, 3482, 1731)
(271, 3662, 3230)
(1980, 706, 3836)
(577, 520, 27)
(2993, 3536, 3231)
(2746, 1669, 18)
(1829, 3599, 1731)
(1518, 3481, 1048)
(2632, 3978, 3229)
(2645, 1671, 758)
(425, 3863, 1368)
(1733, 1740, 2)
(986, 3276, 819)
(2503, 244, 757)
(795, 1712, 758)
(2821, 2344, 796)
(1843, 3292, 825)
(3201, 3692, 1017)
(1386, 3374, 819)
(64, 2757, 356)
(1907, 2468, 724)
(1089, 3855, 1731)
(3927, 2749, 1321)
(2494, 1670, 878)
(2299, 2214, 2)
(1912, 1962, 1)
(2384, 3120, 1927)
(1696, 2129, 1391)
(707, 1705, 219)
(3661, 3590, 2)
(352, 1446, 20)
(2827, 3724, 3231)
(2181, 1306, 758)
(3392, 1225, 20)
(2851, 2038, 796)
(2379, 1075, 758)
(3405, 1065, 16)
(3612, 3751, 2)
(403, 3475, 1368)
(3338, 3310, 2)
(1097, 2043, 1391)
(2695, 732, 3263)
(2486, 200, 757)
(800, 741, 1)
(1743, 1430, 2)
(1348, 3619, 1731)
(385, 2933, 1086)
(832, 2542, 1639)
(3004, 1356, 56)
(3080, 3630, 3231)
(554, 2105, 270)
(3559, 720, 606)
(1816, 1787, 2)
(1348, 472, 42)
(1175, 3524, 1750)
(3519, 760, 606)
(1844, 2565, 1505)
(2189, 3246, 1926)
(2802, 2799, 2)
(397, 1893, 28)
(2920, 2223, 796)
(3397, 3102, 2)
(1380, 2877, 838)
(3515, 1194, 671)
(1883, 2572, 1075)
(1889, 206, 17)
(2329, 2318, 2)
(3504, 722, 606)
(694, 444, 1580)
(1457, 2996, 834)
(2915, 1014, 94)
(1063, 5, 24)
(3644, 466, 549)
(1412, 2344, 717)
(3943, 2643, 1164)
(1398, 267, 46)
(3848, 3007, 1321)
(39, 2558, 353)
(311, 3846, 3230)
(2531, 3826, 3229)
(822, 905, 758)
(3210, 522, 797)
(2035, 649, 758)
(431, 3257, 1188)
(640, 189, 161)
(3395, 3921, 3231)
(3398, 2884, 2)
(280, 3294, 352)
(2966, 1701, 110)
(3832, 1291, 671)
(3183, 3767, 3231)
(1259, 2383, 1410)
(1383, 2515, 1391)
(3079, 652, 825)
(1084, 898, 2)
(346, 3041, 352)
(2111, 2803, 1927)
(3658, 201, 1322)
(1406, 1629, 2)
(1665, 3295, 610)
(51, 869, 3271)
(1531, 3698, 1731)
(4030, 3339, 1094)
(777, 1180, 758)
(1476, 2239, 604)
(331, 1247, 120)
(512, 350, 2)
(874, 2138, 1639)
(1351, 3424, 840)
(603, 949, 21)
(947, 101, 117)
(1412, 1286, 2)
(3982, 416, 63)
(3950, 2556, 1050)
(665, 2065, 741)
(479, 2392, 277)
(3368, 1095, 12)
(3022, 854, 3263)
(462, 1107, 22)
(1567, 3914, 1048)
(1087, 3687, 1748)
(2080, 2561, 2)
(3487, 3024, 1804)
(1821, 2216, 1391)
(676, 1506, 20)
(3261, 2468, 796)
(1386, 1147, 2)
(720, 2514, 1639)
(1305, 3829, 1736)
(3319, 1711, 28)
(1880, 2608, 614)
(1450, 2067, 2168)
(3156, 3122, 2)
(3648, 428, 23)
(2559, 181, 757)
(2243, 1897, 758)
(3149, 3968, 3231)
(1758, 1272, 2)
(986, 2680, 819)
(3256, 2877, 2)
(484, 992, 2)
(2676, 608, 803)
(3764, 10, 1322)
(1111, 1629, 2)
(2941, 3685, 2484)
(467, 1038, 7)
(55, 83, 2)
(2927, 1294, 95)
(2123, 55, 757)
(1676, 1575, 2)
(3882, 2065, 1050)
(525, 1550, 72)
(2026, 45, 767)
(3920, 1179, 555)
(2112, 3174, 761)
(457, 2114, 270)
(1375, 3975, 1731)
(2691, 2404, 796)
(2226, 1664, 758)
(649, 293, 7)
(3264, 3072, 2)
(3939, 2257, 1050)
(90, 3093, 352)
(2869, 3056, 4)
(1246, 3382, 830)
(4024, 588, 61)
(772, 873, 6)
(1015, 1115, 2)
(3997, 2206, 285)
(3361, 2173, 1824)
(1110, 3704, 1731)
(3722, 1717, 671)
(161, 550, 349)
(3376, 1790, 11)
(1095, 1398, 2)
(3880, 2261, 1050)
(1609, 1159, 2)
(2413, 3981, 3267)
(635, 103, 176)
(1679, 2, 29)
(455, 2681, 1078)
(2461, 3990, 3267)
(3858, 1303, 580)
(3946, 3296, 1321)
(600, 1516, 27)
(2969, 950, 74)
(1017, 1660, 2)
(3021, 275, 794)
(782, 113, 1637)
(1006, 1021, 2)
(3219, 3559, 3231)
(991, 419, 24)
(3098, 777, 3263)
(2862, 914, 74)
(2826, 438, 848)
(2496, 3046, 1572)
(379, 525, 2)
(1165, 1119, 2)
(3033, 127, 794)
(1770, 1309, 2)
(3721, 2461, 1334)
(1393, 2253, 1412)
(1572, 3541, 1731)
(617, 1955, 1019)
(1438, 3146, 821)
(1798, 3367, 827)
(1764, 3160, 822)
(2382, 3857, 3229)
(131, 3658, 3230)
(3574, 2371, 1050)
(2936, 3845, 3231)
(1189, 1899, 2)
(3958, 2626, 1050)
(145, 3680, 3230)
(3876, 1007, 671)
(3912, 3288, 1321)
(3956, 3690, 2)
(3090, 3879, 3231)
(1314, 327, 28)
(3200, 198, 794)
(1234, 3038, 823)
(2279, 1978, 5)
(2891, 2051, 796)
(3511, 1836, 671)
(3283, 2939, 2)
(1104, 80, 111)
(74, 1584, 108)
(3121, 2178, 796)
(1016, 1167, 2)
(2478, 3392, 761)
(1189, 4002, 3267)
(105, 3055, 352)
(2453, 2662, 761)
(3050, 939, 19)
(2070, 129, 757)
(811, 1791, 758)
(925, 2713, 863)
(2488, 3657, 3229)
(749, 2944, 218)
(4015, 106, 328)
(2104, 1445, 758)
(3041, 666, 803)
(2054, 3812, 2494)
(2376, 1775, 758)
(2098, 2000, 2)
(3601, 2305, 1050)
(2418, 3008, 761)
(3088, 3820, 3231)
(1244, 2362, 1391)
(2265, 2529, 2)
(3225, 1392, 31)
