(268, 760, 2)
(646, 538, 2)
(553, 517, 2)
(107, 509, 2)
(552, 288, 2)
(614, 121, 2)
(275, 650, 2)
(638, 662, 2)
(869, 341, 2)
(956, 256, 1)
(708, 438, 2)
(77, 824, 2)
(836, 391, 2)
(171, 670, 2)
(114, 321, 2)
(734, 561, 2)
(571, 121, 1)
(243, 407, 2)
(441, 738, 2)
(862, 880, 1)
(776, 35, 2)
(957, 200, 2)
(856, 754, 2)
(834, 874, 2)
(849, 195, 2)
(895, 407, 1)
(974, 814, 2)
(360, 389, 1)
(302, 837, 2)
(527, 71, 2)
(397, 186, 1)
(62, 819, 2)
(905, 236, 2)
(541, 495, 2)
(645, 337, 2)
(921, 720, 2)
(624, 350, 2)
(65, 76, 2)
(92, 568, 2)
(424, 855, 2)
(508, 322, 2)
(386, 16, 2)
(51, 36, 2)
(964, 857, 1)
(677, 109, 2)
(736, 580, 2)
(733, 715, 2)
(533, 812, 1)
(78, 36, 2)
(308, 982, 2)
(738, 532, 1)
(280, 220, 2)
(269, 305, 2)
(916, 623, 2)
(793, 699, 2)
(146, 289, 2)
(934, 989, 2)
(783, 375, 1)
(579, 433, 2)
(688, 561, 2)
(887, 652, 2)
(485, 309, 2)
(32, 38, 2)
(607, 624, 2)
(155, 621, 2)
(351, 789, 2)
(213, 355, 2)
(825, 681, 2)
(927, 319, 2)
(256, 271, 1)
(500, 953, 2)
(792, 338, 2)
(506, 413, 1)
(184, 333, 2)
(364, 23, 2)
(82, 119, 2)
(75, 689, 2)
(398, 830, 1)
(594, 756, 2)
(635, 113, 2)
(906, 879, 2)
(839, 954, 2)
(479, 142, 2)
(618, 763, 2)
(558, 378, 2)
(644, 564, 2)
(773, 31, 2)
(54, 495, 2)
(74, 938, 2)
(267, 748, 2)
(117, 956, 1)
(258, 770, 2)
(785, 947, 2)
(411, 213, 2)
(219, 803, 2)
(807, 373, 2)
(727, 903, 2)
(181, 62, 2)
(306, 785, 2)
(709, 358, 2)
(459, 924, 2)
(134, 329, 2)
(729, 842, 2)
(193, 764, 2)
(974, 827, 2)
(186, 733, 2)
(498, 224, 2)
(8, 192, 2)
(814, 434, 2)
(179, 794, 2)
(409, 168, 2)
(45, 639, 2)
(561, 502, 2)
(403, 252, 2)
(318, 998, 2)
(917, 226, 2)
(953, 24, 2)
(154, 329, 2)
(551, 857, 2)
(891, 830, 2)
(816, 264, 2)
(101, 900, 2)
(666, 661, 2)
(240, 899, 2)
(43, 418, 2)
(132, 719, 2)
(544, 596, 2)
(202, 992, 2)
(676, 7, 2)
(98, 860, 2)
(829, 453, 2)
(84, 843, 2)
(23, 786, 2)
(111, 812, 2)
(978, 919, 2)
(87, 45, 2)
(247, 654, 2)
(805, 864, 2)
(445, 537, 2)
(813, 289, 2)
(248, 541, 2)
(930, 503, 2)
(357, 692, 2)
(408, 990, 2)
(893, 323, 1)
(11, 895, 2)
(876, 170, 2)
(645, 353, 2)
(352, 196, 2)
(700, 401, 1)
(535, 736, 2)
(357, 313, 2)
(375, 493, 2)
(463, 330, 2)
(498, 622, 2)
(679, 862, 2)
(372, 958, 2)
(387, 112, 2)
(199, 214, 1)
(417, 975, 1)
(148, 833, 2)
(335, 476, 2)
(78, 100, 2)
(629, 810, 2)
(660, 331, 2)
(39, 29, 2)
(622, 870, 2)
(397, 620, 2)
(931, 736, 1)
(28, 662, 2)
(187, 821, 2)
(922, 836, 2)
(121, 4, 1)
(178, 167, 2)
(103, 900, 2)
(159, 732, 2)
(602, 900, 2)
(89, 570, 2)
(451, 156, 1)
(248, 504, 2)
(171, 604, 2)
(320, 801, 2)
(317, 612, 2)
(219, 4, 2)
(661, 806, 1)
(263, 624, 2)
(671, 863, 1)
(29, 203, 2)
(728, 558, 1)
(426, 297, 2)
(653, 753, 2)
(482, 138, 2)
(25, 410, 2)
(435, 48, 2)
(846, 911, 2)
(235, 909, 2)
(498, 703, 2)
(529, 81, 2)
(391, 164, 2)
(388, 200, 2)
(220, 624, 2)
(17, 420, 2)
(885, 344, 2)
(830, 365, 1)
(705, 98, 2)
(766, 62, 2)
(538, 276, 2)
(826, 624, 2)
(738, 387, 2)
(440, 740, 2)
(677, 699, 2)
(92, 452, 2)
(660, 475, 2)
(256, 567, 2)
(85, 753, 2)
(928, 346, 2)
(44, 533, 2)
(877, 305, 2)
(718, 176, 2)
(80, 131, 2)
(442, 810, 2)
(359, 983, 2)
(930, 277, 2)
(255, 110, 2)
(414, 103, 2)
(64, 850, 2)
(570, 993, 2)
(586, 404, 2)
(907, 835, 2)
(553, 59, 2)
(670, 44, 2)
(267, 121, 2)
(70, 722, 1)
(13, 874, 2)
(398, 900, 2)
(349, 987, 1)
(605, 948, 2)
(339, 941, 2)
(254, 478, 2)
(463, 900, 2)
(660, 102, 2)
(149, 964, 1)
(475, 181, 2)
(247, 35, 1)
(650, 313, 2)
(142, 596, 2)
(760, 293, 2)
(977, 567, 2)
(382, 346, 2)
(341, 505, 2)
(491, 443, 2)
(915, 718, 2)
(879, 718, 2)
(747, 386, 2)
(898, 802, 1)
(364, 227, 2)
(420, 563, 2)
(562, 777, 2)
(875, 706, 2)
(809, 327, 2)
(769, 782, 2)
(305, 314, 2)
(674, 683, 2)
(716, 74, 2)
(968, 709, 2)
(818, 297, 2)
(432, 798, 2)
(769, 936, 2)
(6, 62, 2)
(300, 814, 2)
(546, 342, 1)
(808, 487, 2)
(973, 629, 2)
(422, 440, 2)
(425, 627, 2)
(840, 585, 2)
(441, 528, 2)
(547, 194, 2)
(571, 915, 2)
(302, 600, 2)
(40, 307, 2)
(778, 243, 2)
(919, 887, 2)
(398, 495, 2)
(211, 627, 2)
(21, 452, 2)
(975, 448, 2)
(521, 922, 2)
(785, 442, 2)
(245, 183, 2)
(268, 96, 2)
(578, 425, 2)
(840, 141, 2)
(970, 444, 2)
(39, 679, 2)
(690, 583, 2)
(489, 104, 2)
(765, 964, 1)
(269, 300, 2)
(662, 670, 2)
(193, 858, 2)
(682, 330, 2)
(64, 832, 2)
(250, 164, 2)
(23, 759, 2)
(884, 454, 2)
(776, 429, 1)
(185, 886, 2)
(738, 394, 2)
(335, 643, 2)
(277, 180, 1)
(808, 315, 2)
(282, 7, 2)
(878, 354, 2)
(223, 432, 2)
(348, 642, 2)
(260, 549, 2)
(650, 925, 2)
(24, 635, 2)
(287, 373, 2)
(317, 371, 2)
(354, 149, 1)
(649, 13, 2)
(776, 619, 2)
(354, 177, 2)
(808, 610, 2)
(885, 81, 2)
(310, 893, 2)
(613, 763, 2)
(697, 447, 1)
(195, 839, 2)
(655, 216, 2)
(658, 972, 1)
(110, 500, 2)
(798, 209, 2)
(986, 693, 1)
(43, 744, 1)
(151, 546, 2)
(646, 287, 2)
(505, 30, 2)
(645, 559, 2)
(333, 722, 2)
(507, 952, 2)
(52, 627, 2)
(236, 327, 2)
(896, 102, 1)
(68, 710, 1)
(870, 293, 1)
(184, 96, 2)
(774, 731, 2)
(233, 98, 2)
(40, 472, 2)
(395, 185, 2)
(474, 34, 2)
(396, 132, 2)
(778, 49, 2)
(573, 854, 2)
(415, 663, 2)
(971, 776, 2)
(662, 38, 2)
(502, 900, 1)
(62, 224, 2)
(688, 820, 2)
(235, 636, 2)
(39, 473, 2)
(983, 694, 2)
(0, 267, 2)
(899, 808, 2)
(83, 252, 2)
(93, 72, 1)
(308, 850, 2)
(501, 17, 2)
(310, 871, 2)
(244, 470, 2)
(379, 928, 2)
(344, 90, 2)
(135, 700, 2)
(744, 86, 2)
(310, 771, 2)
(567, 374, 2)
(976, 38, 2)
(873, 543, 2)
(630, 198, 2)
(547, 229, 2)
(622, 731, 2)
(335, 430, 2)
(903, 819, 2)
(852, 482, 2)
(55, 113, 2)
(238, 52, 2)
(757, 566, 1)
(89, 691, 2)
(887, 491, 2)
(759, 926, 2)
(228, 327, 2)
(841, 247, 1)
(562, 618, 2)
(213, 322, 2)
(399, 235, 2)
(698, 86, 2)
(362, 691, 2)
(16, 467, 2)
(990, 298, 1)
(854, 37, 2)
(42, 34, 2)
(274, 527, 2)
(45, 408, 2)
(123, 212, 2)
(8, 966, 2)
(287, 514, 2)
(997, 759, 2)
(282, 379, 2)
(580, 327, 2)
(237, 137, 2)
(917, 77, 2)
(761, 349, 2)
(416, 302, 2)
(356, 113, 2)
(45, 701, 2)
(291, 361, 2)
(939, 754, 2)
(916, 662, 2)
(63, 122, 2)
(26, 656, 1)
(508, 910, 1)
(472, 111, 2)
(276, 262, 2)
(447, 572, 2)
(406, 759, 2)
(793, 255, 2)
(229, 600, 2)
(106, 231, 2)
(265, 63, 2)
(639, 278, 2)
(275, 766, 2)
(157, 734, 2)
(682, 481, 2)
(224, 798, 2)
(485, 237, 2)
(930, 393, 2)
(364, 472, 2)
(876, 587, 2)
(327, 651, 2)
(385, 350, 2)
(595, 405, 2)
(957, 474, 2)
(174, 278, 2)
(844, 712, 2)
(24, 196, 2)
(562, 473, 2)
(961, 921, 2)
(398, 771, 2)
(293, 848, 2)
(586, 536, 2)
(834, 366, 2)
(657, 600, 2)
(629, 105, 1)
(51, 76, 2)
(600, 152, 2)
(800, 614, 1)
(618, 751, 2)
(555, 111, 2)
(924, 767, 2)
(561, 221, 2)
(328, 251, 2)
(998, 342, 2)
(516, 154, 2)
(944, 388, 2)
(442, 756, 2)
(825, 467, 2)
(115, 718, 2)
(545, 984, 2)
(796, 575, 2)
(80, 545, 2)
(383, 505, 2)
(197, 416, 2)
(673, 877, 2)
(981, 156, 2)
(806, 364, 2)
(667, 765, 2)
(487, 447, 2)
(574, 440, 2)
(647, 788, 2)
(892, 424, 2)
(577, 950, 2)
(117, 221, 2)
(908, 376, 2)
(254, 263, 2)
(551, 345, 2)
(638, 226, 2)
(396, 353, 2)
(563, 330, 2)
(21, 475, 2)
(162, 20, 2)
(55, 572, 1)
(619, 955, 2)
(878, 229, 2)
(784, 323, 2)
(870, 751, 2)
(430, 321, 2)
(835, 863, 2)
(815, 2, 1)
(613, 567, 2)
(810, 513, 2)
(180, 110, 1)
(528, 885, 2)
(342, 368, 1)
(596, 549, 2)
(897, 811, 2)
(959, 318, 2)
(587, 900, 1)
(193, 73, 2)
(766, 803, 2)
(620, 592, 2)
(126, 689, 2)
(814, 501, 1)
(632, 781, 2)
(240, 498, 1)
(405, 70, 2)
(91, 911, 1)
(221, 345, 2)
(380, 107, 2)
(357, 53, 2)
(877, 340, 2)
(855, 771, 2)
(996, 489, 2)
(834, 419, 2)
(793, 921, 2)
(309, 154, 2)
(755, 191, 2)
(997, 100, 2)
(505, 937, 2)
(324, 850, 2)
(984, 647, 2)
(3, 198, 2)
(959, 656, 2)
(18, 695, 1)
(512, 454, 2)
(943, 34, 2)
(597, 751, 2)
(257, 531, 2)
(10, 763, 2)
(599, 146, 2)
(793, 992, 2)
(245, 444, 2)
(437, 549, 1)
(750, 230, 2)
(483, 890, 2)
(690, 436, 2)
(175, 399, 2)
(149, 387, 2)
(860, 163, 2)
(451, 200, 2)
(959, 786, 2)
(448, 236, 2)
(515, 414, 2)
(2, 342, 2)
(297, 157, 2)
(625, 845, 2)
(700, 970, 2)
(402, 629, 2)
(807, 121, 2)
(724, 413, 2)
(373, 846, 2)
(701, 320, 2)
(709, 941, 1)
(615, 131, 1)
(613, 217, 2)
(114, 730, 2)
(869, 377, 2)
(589, 645, 2)
(457, 807, 2)
(920, 887, 2)
(323, 757, 2)
(362, 809, 2)
(391, 652, 2)
(862, 367, 2)
(634, 747, 2)
(68, 166, 2)
(989, 846, 2)
(936, 419, 2)
(776, 0, 2)
(338, 705, 2)
(266, 302, 2)
(787, 234, 2)
(650, 773, 2)
(219, 557, 2)
(645, 587, 2)
(824, 676, 1)
(299, 642, 2)
(305, 247, 2)
(356, 216, 2)
(263, 815, 1)
(638, 240, 1)
(918, 972, 2)
(463, 940, 2)
(543, 913, 2)
(504, 680, 2)
(70, 16, 2)
(562, 938, 2)
(651, 480, 2)
(127, 32, 2)
(53, 483, 2)
(23, 282, 2)
(198, 108, 2)
(302, 552, 2)
(370, 618, 2)
(942, 810, 2)
(205, 922, 2)
(359, 332, 2)
(556, 730, 2)
(229, 740, 1)
(278, 932, 2)
(348, 944, 2)
(743, 171, 2)
(300, 307, 2)
(0, 263, 2)
(678, 322, 2)
(221, 471, 2)
(452, 90, 2)
(787, 943, 2)
(758, 869, 2)
(640, 536, 2)
(577, 46, 2)
(925, 539, 2)
(730, 602, 2)
(271, 311, 1)
(451, 91, 2)
(647, 936, 2)
(991, 880, 2)
(646, 544, 2)
(388, 669, 2)
(936, 496, 2)
(97, 652, 2)
(853, 884, 1)
(838, 510, 2)
(696, 327, 2)
(732, 29, 2)
(205, 490, 2)
(883, 315, 2)
(864, 3, 1)
(214, 946, 2)
(994, 246, 2)
(80, 508, 2)
